path,.,_id,custom_id,imageUrl,coco_url,annotation,training,validation
samples.9,,seavhpguc,209012,http://farm1.staticflickr.com/186/394182421_7f60ceaf05_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000209012.jpg,bottle,TRUE,
samples.10,,sefuha9ah,189274,http://farm7.staticflickr.com/6168/6218545245_34264c0c1d_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000189274.jpg,bottle,TRUE,
samples.11,,sbkxpe5q7,176321,http://farm1.staticflickr.com/115/303702369_b29bd66973_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000176321.jpg,bottle,TRUE,
samples.12,,slj010tvc,430167,http://farm9.staticflickr.com/8498/8346024642_b9de1e813a_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000430167.jpg,bottle,TRUE,
samples.13,,sxw69n2pg,61606,http://farm7.staticflickr.com/6058/6275764989_3310575f1c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000061606.jpg,bottle,TRUE,
samples.14,,sz0dauzmi,200503,http://farm5.staticflickr.com/4004/4598999475_b7861ab9f1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000200503.jpg,bottle,TRUE,
samples.15,,s6wq0qr25,451535,http://farm6.staticflickr.com/5164/5228192083_64ec97ca3e_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000451535.jpg,bottle,TRUE,
samples.16,,sce5nacbk,1526,http://farm4.staticflickr.com/3454/3197422953_b0635917bf_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000001526.jpg,chips,TRUE,
samples.17,,swfo9isj4,337153,http://farm4.staticflickr.com/3143/3061044296_244a5b3d8c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000337153.jpg,bottle,TRUE,
samples.18,,spcb6k1ab,560644,http://farm3.staticflickr.com/2793/4254451965_8364c4a006_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000560644.jpg,bottle,TRUE,
samples.19,,s295qeebs,153674,http://farm5.staticflickr.com/4124/5032564321_76906f5cf0_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000153674.jpg,bottle,TRUE,
samples.20,,sfwdoyjbl,311143,http://farm8.staticflickr.com/7062/6953335341_59933ffe5f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000311143.jpg,bottle,TRUE,
samples.21,,svqthn4eu,376697,http://farm2.staticflickr.com/1245/838414203_98fb1cb7ff_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000376697.jpg,bottle,TRUE,
samples.22,,snqy0js6r,308979,http://farm9.staticflickr.com/8121/8673146096_cca30d6532_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000308979.jpg,bottle,TRUE,
samples.23,,sca0d7t4b,231801,http://farm8.staticflickr.com/7242/7362778180_9f53c04521_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000231801.jpg,bottle,TRUE,
samples.24,,su7h1sz2h,422534,http://farm3.staticflickr.com/2446/4032377078_661ee18e66_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000422534.jpg,bottle,TRUE,
samples.25,,sujteu7tj,193384,http://farm8.staticflickr.com/7164/6551479951_08567ea743_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000193384.jpg,bottle,TRUE,
samples.26,,ssq14cdzb,460417,http://farm6.staticflickr.com/5112/5881500189_45503d436a_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000460417.jpg,bottle,TRUE,
samples.27,,s2pruos3l,218096,http://farm4.staticflickr.com/3111/2299182422_9d0094feb3_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000218096.jpg,bottle,TRUE,
samples.28,,sorhr5bjp,175427,http://farm1.staticflickr.com/159/421602133_8b746776e1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000175427.jpg,bottle,TRUE,
samples.29,,s9zh9ctzm,257729,http://farm3.staticflickr.com/2208/2659818646_bf442109c8_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000257729.jpg,bottle,TRUE,
samples.30,,s5xtqudtr,20962,http://farm4.staticflickr.com/3393/3599983065_e43229598c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000020962.jpg,bottle,TRUE,
samples.31,,sbaxjiksi,361593,http://farm7.staticflickr.com/6095/6249299254_b3b6058d76_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000361593.jpg,chips,TRUE,
samples.32,,slkrnjib7,248283,http://farm3.staticflickr.com/2331/1801728837_a767f8a437_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000248283.jpg,bottle,TRUE,
samples.33,,slqu3oa0c,364437,http://farm5.staticflickr.com/4025/4618511821_a7b6220f15_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000364437.jpg,bottle,TRUE,
samples.34,,sjhngnvel,232490,http://farm3.staticflickr.com/2447/3695791647_fa77e99a56_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000232490.jpg,bottle,TRUE,
samples.35,,sggorv4na,264791,http://farm5.staticflickr.com/4101/4941381217_1146a54769_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000264791.jpg,bottle,TRUE,
samples.36,,shct8xzh3,550746,http://farm9.staticflickr.com/8264/8603130151_545ed4a406_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000550746.jpg,bottle,TRUE,
samples.37,,slq8xt687,152626,http://farm3.staticflickr.com/2520/4227166039_2ae167a755_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000152626.jpg,bottle,TRUE,
samples.38,,s7hb8dwig,489978,http://farm8.staticflickr.com/7214/7162660533_9f5f7f576c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000489978.jpg,bottle,TRUE,
samples.39,,s8gpq7ytr,232218,http://farm5.staticflickr.com/4122/4941381509_cb27320fda_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000232218.jpg,bottle,TRUE,
samples.40,,s8mklmnu2,223875,http://farm4.staticflickr.com/3319/3451522841_2fa8ef7a73_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000223875.jpg,bottle,TRUE,
Bottle.41,,smu7u79sv,391419,http://farm3.staticflickr.com/2613/4093327266_e3be0d31e1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000391419.jpg,bottle,TRUE,
samples.42,,sz5k5d1es,45222,http://farm6.staticflickr.com/5071/5876520100_021b5f2475_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000045222.jpg,bottle,TRUE,
samples.43,,sdst5hbwu,220942,http://farm1.staticflickr.com/4/5894739_75735d4672_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000220942.jpg,bottle,TRUE,
samples.44,,snzj39aea,454372,http://farm9.staticflickr.com/8046/8090131230_bd0de5d472_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000454372.jpg,bottle,TRUE,
samples.45,,spz78rd1c,367990,http://farm1.staticflickr.com/28/99717306_a597d0dbde_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000367990.jpg,bottle,TRUE,
samples.46,,svlimr3wh,316269,http://farm5.staticflickr.com/4085/5004222020_a9aa3ca42e_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000316269.jpg,bottle,TRUE,
samples.47,,sd543lsue,136142,http://farm3.staticflickr.com/2804/4366919113_f464a8e444_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000136142.jpg,chips,TRUE,
samples.48,,sav8w8zhl,523919,http://farm1.staticflickr.com/103/292614532_4a5d1e39f7_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000523919.jpg,bottle,TRUE,
samples.49,,sfr8cypfl,62279,http://farm8.staticflickr.com/7099/7183134655_5cc311fa4a_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000062279.jpg,bottle,TRUE,
samples.50,,sao31sppp,127035,http://farm4.staticflickr.com/3272/2857230326_2fd78e6195_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000127035.jpg,bottle,TRUE,
samples.51,,s7ciaysco,442945,http://farm5.staticflickr.com/4016/4437978770_84537b12da_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000442945.jpg,chips,TRUE,
samples.52,,seusiy6ia,399488,http://farm3.staticflickr.com/2080/2385058836_a20b275a03_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000399488.jpg,bottle,TRUE,
samples.53,,s9yixngk5,159013,http://farm4.staticflickr.com/3006/3006246258_acd0a1b2bb_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000159013.jpg,bottle,TRUE,
samples.54,,swtum9tas,520842,http://farm1.staticflickr.com/55/133968640_2d0d557c3c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000520842.jpg,bottle,TRUE,
samples.55,,sb9908go8,128912,http://farm6.staticflickr.com/5172/5407841059_9f12318757_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000128912.jpg,bottle,TRUE,
samples.56,,s3l6k83gg,487225,http://farm9.staticflickr.com/8302/7996987768_df8692e363_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000487225.jpg,bottle,TRUE,
samples.57,,sshp3vn9k,97272,http://farm6.staticflickr.com/5307/5571099339_a93115088c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000097272.jpg,bottle,TRUE,
samples.58,,stv5mfvhv,240069,http://farm4.staticflickr.com/3588/3388888194_4c307a26cf_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000240069.jpg,chips,TRUE,
samples.59,,s1vzy1o85,37024,http://farm1.staticflickr.com/48/177496619_43f16740e5_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000037024.jpg,bottle,TRUE,
samples.60,,s5xd329j9,49550,http://farm1.staticflickr.com/82/230987460_1424e66697_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000049550.jpg,bottle,TRUE,
samples.61,,shz3l1d53,377853,http://farm6.staticflickr.com/5201/5271358260_c08204341c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000377853.jpg,bottle,TRUE,
samples.62,,stq40iuah,564837,http://farm1.staticflickr.com/35/92679785_20b006e6f1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000564837.jpg,bottle,TRUE,
samples.63,,sembr7jnz,413539,http://farm4.staticflickr.com/3634/3502460518_5858dc2d85_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000413539.jpg,bottle,TRUE,
samples.64,,s6lfigdms,196503,http://farm6.staticflickr.com/5002/5271358180_aa595a9e5f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000196503.jpg,bottle,TRUE,
samples.65,,s0nh6fbde,82775,http://farm3.staticflickr.com/2775/4238970116_7efb00046b_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000082775.jpg,bottle,TRUE,
samples.66,,svujoeca2,127037,http://farm3.staticflickr.com/2854/9857002484_0a2450a0bd_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000127037.jpg,bottle,TRUE,
samples.67,,sannasd1h,104444,http://farm1.staticflickr.com/32/48931391_6628c3c4ec_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000104444.jpg,bottle,TRUE,
samples.68,,s5vukqsk4,559728,http://farm4.staticflickr.com/3310/3445046843_48447fdc47_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000559728.jpg,bottle,TRUE,
samples.69,,sivyz3yjg,372319,http://farm4.staticflickr.com/3033/3089354855_e34cf319e1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000372319.jpg,bottle,TRUE,
samples.70,,sfcyyek2o,473631,http://farm1.staticflickr.com/31/49233858_587948b676_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000473631.jpg,bottle,TRUE,
samples.71,,s33zf9kis,357668,http://farm9.staticflickr.com/8379/8632468856_d66a817f60_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000357668.jpg,bottle,TRUE,
samples.72,,sk48gg4vy,396880,http://farm3.staticflickr.com/2862/10110643734_5ac34c400d_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000396880.jpg,chips,TRUE,
samples.73,,sg574evrd,460453,http://farm4.staticflickr.com/3652/3516640339_c86d19d06c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000460453.jpg,bottle,TRUE,
samples.74,,srjbwugys,322897,http://farm4.staticflickr.com/3288/2925681525_b2ab5325d5_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000322897.jpg,bottle,TRUE,
samples.75,,sffs49clb,344801,http://farm6.staticflickr.com/5461/9576691831_13c8658c05_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000344801.jpg,chips,TRUE,
samples.76,,srwbzxgnt,512787,http://farm1.staticflickr.com/1/122445230_fccf5ae8c4_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000512787.jpg,bottle,TRUE,
samples.77,,syloj097n,565311,http://farm2.staticflickr.com/1028/774925262_20334fbb2d_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000565311.jpg,chips,TRUE,
samples.78,,so05a9z9y,41776,http://farm9.staticflickr.com/8242/8493737174_457d4a5fe3_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000041776.jpg,bottle,TRUE,
samples.79,,se2cj8qjm,192236,http://farm3.staticflickr.com/2745/4393730490_511bcb0623_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000192236.jpg,bottle,TRUE,
samples.80,,srjbgv5u7,322327,http://farm4.staticflickr.com/3380/4619833286_1f704e680c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000322327.jpg,bottle,TRUE,
samples.81,,shzt1xs8p,307721,http://farm1.staticflickr.com/50/113678251_9086b1f7ee_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000307721.jpg,bottle,TRUE,
samples.82,,s4sbetb3a,1403,http://farm6.staticflickr.com/5228/5629184531_1b90a1a18a_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000001403.jpg,bottle,TRUE,
samples.83,,spmlcxetn,132646,http://farm5.staticflickr.com/4051/4552992420_ba48d02452_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000132646.jpg,bottle,TRUE,
samples.84,,s10jfqfqg,341902,http://farm4.staticflickr.com/3260/2650089164_608d5f3252_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000341902.jpg,bottle,TRUE,
samples.85,,siu32ievs,162206,http://farm2.staticflickr.com/1194/4552252953_ba84e15f68_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000162206.jpg,bottle,TRUE,
samples.86,,swy6rwu9b,555427,http://farm3.staticflickr.com/2324/2446694583_de29874684_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000555427.jpg,bottle,TRUE,
samples.87,,s4nhhb79l,297979,http://farm4.staticflickr.com/3126/2556893588_a354dd06f1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000297979.jpg,bottle,TRUE,
samples.88,,sc85qb25g,277070,http://farm8.staticflickr.com/7117/7078523315_9bff732638_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000277070.jpg,bottle,TRUE,
samples.89,,sve6vyd6s,208994,http://farm7.staticflickr.com/6195/6092123564_631066fb11_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000208994.jpg,bottle,TRUE,
samples.90,,s8zukf1f8,101348,http://farm4.staticflickr.com/3445/3229381990_9642110ce4_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000101348.jpg,bottle,TRUE,
samples.91,,s9zg0tb3i,211927,http://farm1.staticflickr.com/65/220812259_eba08c2f81_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000211927.jpg,bottle,TRUE,
samples.92,,swu5bnjmb,463591,http://farm1.staticflickr.com/37/117040481_c369d5b26f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000463591.jpg,bottle,TRUE,
samples.93,,s9rrzajw2,52128,http://farm1.staticflickr.com/47/209550272_1d3afebfb1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000052128.jpg,bottle,TRUE,
samples.94,,s01rd6qet,285180,http://farm5.staticflickr.com/4122/4756536890_9a935baa65_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000285180.jpg,bottle,TRUE,
samples.95,,suodabatf,549580,http://farm5.staticflickr.com/4031/4654981257_e660f597b3_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000549580.jpg,chips,TRUE,
samples.96,,s2882vf0k,105994,http://farm5.staticflickr.com/4016/4374629374_cd8f6509c9_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000105994.jpg,bottle,TRUE,
samples.97,,s32m3es0n,405515,http://farm5.staticflickr.com/4126/5180783056_4db90642c8_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000405515.jpg,bottle,TRUE,
samples.98,,swltsczpf,510235,http://farm4.staticflickr.com/3261/3173075503_acd1999499_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000510235.jpg,bottle,TRUE,
samples.99,,solwwjh49,381944,http://farm3.staticflickr.com/2757/4146560530_f565c4d91f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000381944.jpg,bottle,TRUE,
samples.100,,sjw92fnyc,288982,http://farm8.staticflickr.com/7148/6508391073_2e30759f52_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000288982.jpg,bottle,TRUE,
samples.101,,s5nav4leg,368852,http://farm4.staticflickr.com/3079/2532897591_44baf188a0_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000368852.jpg,bottle,TRUE,
samples.102,,siyz9ej3m,167171,http://farm4.staticflickr.com/3467/3177802097_90fba0564d_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000167171.jpg,bottle,TRUE,
samples.103,,s8on27mux,354831,http://farm7.staticflickr.com/6159/6169022523_db365914fe_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000354831.jpg,bottle,TRUE,
samples.104,,si9u9zb08,4622,http://farm5.staticflickr.com/4094/4829087741_11fe671749_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000004622.jpg,bottle,TRUE,
samples.105,,szaeap8l5,15239,http://farm4.staticflickr.com/3056/2635507630_a56c685529_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000015239.jpg,bottle,TRUE,
samples.106,,s2eeakbre,24072,http://farm5.staticflickr.com/4082/4755898145_075c4f9dab_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000024072.jpg,bottle,TRUE,
samples.107,,soc5y61gc,2471,http://farm5.staticflickr.com/4094/5436959324_35804b48e5_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000002471.jpg,bottle,TRUE,
samples.108,,s2t9l1v3k,366240,http://farm3.staticflickr.com/2580/3959959770_bd50aacfab_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000366240.jpg,bottle,TRUE,
samples.109,,seyx9mkfm,127843,http://farm4.staticflickr.com/3127/5713438939_78c7d9ef3c_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000127843.jpg,bottle,TRUE,
samples.110,,sv8jxke37,359908,http://farm4.staticflickr.com/3196/2670985973_065cc64379_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000359908.jpg,bottle,TRUE,
samples.111,,sv3nacgln,132299,http://farm9.staticflickr.com/8316/8024294805_09a95541a1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000132299.jpg,bottle,TRUE,
samples.112,,sjb2rgnwm,50790,http://farm3.staticflickr.com/2452/3668776310_a62c81d427_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000050790.jpg,bottle,TRUE,
samples.113,,s85qei11i,254670,http://farm3.staticflickr.com/2639/3688158961_e823a00736_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000254670.jpg,bottle,TRUE,
samples.114,,s6brt9wgi,110240,http://farm1.staticflickr.com/138/320146746_5fabb9f69f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000110240.jpg,bottle,TRUE,
samples.115,,sfqx5xko4,568446,http://farm7.staticflickr.com/6092/6341640847_e991159e70_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000568446.jpg,bottle,TRUE,
samples.116,,sbyag1myb,17717,http://farm4.staticflickr.com/3163/2448568862_0dd37ea6f0_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000017717.jpg,bottle,TRUE,
samples.117,,sb6och0ew,11244,http://farm3.staticflickr.com/2589/3954669627_1323c6a174_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000011244.jpg,bottle,TRUE,
samples.118,,s485rd4dr,227035,http://farm1.staticflickr.com/26/64882788_0ba42b7057_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000227035.jpg,bottle,TRUE,
samples.119,,saoo581zs,70255,http://farm7.staticflickr.com/6192/6079971448_26d2391bcb_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000070255.jpg,bottle,TRUE,
samples.120,,s0xrdi76t,446512,http://farm4.staticflickr.com/3090/2707876040_3044b20da7_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000446512.jpg,bottle,TRUE,
samples.121,,sfqdi0g5a,434962,http://farm7.staticflickr.com/6073/6032446158_85fa667cd2_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000434962.jpg,bottle,TRUE,
samples.122,,somq3ysdj,289894,http://farm6.staticflickr.com/5101/5594257563_a76c194a40_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000289894.jpg,bottle,TRUE,
samples.123,,stiwsfwh4,181475,http://farm4.staticflickr.com/3061/2756155093_294ea0d7ae_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000181475.jpg,bottle,TRUE,
samples.124,,sw1kpsmq6,66406,http://farm8.staticflickr.com/7409/10022306744_58c90ee2cf_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000066406.jpg,bottle,TRUE,
samples.125,,ss8kinzk3,131162,http://farm2.staticflickr.com/1209/544719719_08562d0269_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000131162.jpg,bottle,TRUE,
samples.126,,suox6yz3c,44425,http://farm1.staticflickr.com/91/214901548_593e48d9a8_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000044425.jpg,bottle,TRUE,
samples.127,,snhyl2m7t,269054,http://farm3.staticflickr.com/2533/3839068374_7998f14bd1_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000269054.jpg,bottle,TRUE,
samples.128,,sc8s28x8p,518932,http://farm3.staticflickr.com/2762/4455406443_d9040da99f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000518932.jpg,bottle,TRUE,
samples.129,,st8vrik5r,105546,http://farm1.staticflickr.com/251/2469114388_416df0ae6a_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000105546.jpg,bottle,TRUE,
samples.130,,sl6wnfp69,288157,http://farm4.staticflickr.com/3061/2847226576_f3117b14d4_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000288157.jpg,bottle,TRUE,
samples.131,,szt3q7i2d,268516,http://farm8.staticflickr.com/7040/6809395106_d62529cd4d_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000268516.jpg,bottle,TRUE,
samples.132,,sr2enlowh,354661,http://farm4.staticflickr.com/3370/3227902590_5bf5b36f86_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000354661.jpg,bottle,TRUE,
samples.133,,sahfsusnn,151862,http://farm3.staticflickr.com/2606/4222027846_f73d54b82f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000151862.jpg,bottle,TRUE,
samples.134,,se1km6g46,227093,http://farm7.staticflickr.com/6178/6163700056_1cca287535_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000227093.jpg,bottle,TRUE,
samples.135,,sxnu1o9a8,192273,http://farm4.staticflickr.com/3098/2707056285_22553401ef_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000192273.jpg,bottle,TRUE,
samples.136,,szpyqf2lc,312577,http://farm1.staticflickr.com/20/73100328_47d11aa674_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000312577.jpg,bottle,TRUE,
samples.137,,sxpu5zy3x,100485,http://farm9.staticflickr.com/8541/8669667227_606cc6623f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000100485.jpg,bottle,TRUE,
samples.138,,ssjtxz0o4,61854,http://farm6.staticflickr.com/5029/5762079843_dc79be5e11_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000061854.jpg,bottle,TRUE,
samples.139,,s2b0ary0f,535399,http://farm4.staticflickr.com/3597/3510505864_6cf0c9617f_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000535399.jpg,bottle,TRUE,
samples.140,,srov6dnnh,130610,http://farm6.staticflickr.com/5045/5238890811_2904df7203_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000130610.jpg,chips,TRUE,
samples.141,,s7hu3g24h,514513,http://farm2.staticflickr.com/1371/1397774948_3ee4d7e089_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000514513.jpg,bottle,TRUE,
samples.142,,sam6euy2c,574992,http://farm3.staticflickr.com/2661/4033559324_84a89c0762_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000574992.jpg,bottle,TRUE,
samples.143,,sbujphdh6,310085,http://farm4.staticflickr.com/3096/3219115441_7b47ac3bbf_z.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000310085.jpg,bottle,TRUE,
